SKU,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: ocean_sidebar,Meta: ocean_second_sidebar,Meta: ocean_disable_margins,Meta: ocean_display_top_bar,Meta: ocean_display_header,Meta: ocean_center_header_left_menu,Meta: ocean_custom_header_template,Meta: ocean_header_custom_menu,Meta: ocean_menu_typo_font_family,Meta: ocean_disable_title,Meta: ocean_disable_heading,Meta: ocean_disable_breadcrumbs,Meta: ocean_display_footer_widgets,Meta: ocean_display_footer_bottom,Meta: ocean_custom_footer_template,Meta: _wpml_media_featured,Meta: _wc_product_documents_title,Meta: _wc_product_documents_display,Meta: _wpml_word_count,Meta: _yoast_wpseo_primary_product_cat,Meta: osh_disable_topbar_sticky,Meta: osh_disable_header_sticky,Meta: osh_sticky_header_style,Meta: _wpml_media_duplicate,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_linkdex,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_focuskeywords,Meta: _yoast_wpseo_keywordsynonyms,Meta: _wpml_media_has_media,Meta: wbcr_wp_old_slug,Meta: _wp_old_date,Meta: _oembed_533515a706e016a9bb304a9772c907bb,Meta: _oembed_time_533515a706e016a9bb304a9772c907bb,Meta: _oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Meta: _oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Meta: ocean_post_title_style,Meta: ocean_post_title_background,Meta: ocean_post_title_bg_image_repeat,Meta: ocean_post_title_bg_image_size,Meta: ocean_post_title_bg_overlay,Meta: ocean_post_title_bg_image_position,Meta: _oembed_cf5fdf2a60f830e751fd1e288dbafa69,Meta: _oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Meta: _oembed_86593aa9e750ff0f36a65e39973ef073,Meta: _oembed_time_86593aa9e750ff0f36a65e39973ef073,Meta: _oembed_b33ae0ea6d4e6f2962235e24f863946f,Meta: _oembed_time_b33ae0ea6d4e6f2962235e24f863946f,Meta: _oembed_86ffc6ca0f8f231f0b249032a7f5b2c7,Meta: _oembed_time_86ffc6ca0f8f231f0b249032a7f5b2c7
KWAK15,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,KWA,,,,,,0,Тип розпилювача,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
KWA15A,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,KWA,,,,,,2,Тип розпилювача,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
KWA000,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,Колір,"Зелений, Синій",1,0,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,,Mercury Super 360 Pro+,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
KWA007,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,KWA000,,,,,,2,Колір,,,0,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,mercury-super-360-pro-500-%d0%bc%d0%bb-%d0%b7%d0%b5%d0%bb%d0%b5%d0%bd%d0%b8%d0%b9,,,,,,,,,,,,,,,,,,,,,,,
KWA005,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,KWA000,,,,,,3,Колір,,,0,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mercury-super-360-pro-500-%d0%bc%d0%bb-%d1%81%d0%b8%d0%bd%d1%96%d0%b9,,,,,,,,,,,,,,,,,,,,,,,
KWA10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,KWA000,,,,,,1,Колір,,,0,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
KWAR,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,Об'єм,,1,1,Тип,"Солвент, Кислоти",1,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,,Nix HD,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
KWAR05,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,KWAR,,,,,,0,Об'єм,500 мл,,1,Тип,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,nix-hd-%d1%81%d0%be%d0%bb%d0%b2%d0%b5%d0%bd%d1%82-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
KWAK05,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,KWAR,,,,,,2,Об'єм,500 мл,,1,Тип,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,nix-hd-%d0%ba%d0%b8%d1%81%d0%bb%d0%be%d1%82%d0%b8-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
KWAP2,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,Venus Super Foamer,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
N241,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,Розмір,"50 x 60 240 g/m2, 40 x 40 320 g/m2",1,0,Колір,"Синій, Оранжевий",1,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,MIKROFIBRA PROFESSIONAL,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
N253,1,0,visible,,,taxable,parent,0,,,0,0,,,,,0,,,id:1021,,,,,,1,Розмір,,,0,Колір,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mikrofibra-professional-%d0%be%d1%80%d0%b0%d0%bd%d0%b6%d0%b5%d0%b2%d0%b8%d0%b9-50-x-60-240-g-m2,,,,,,,,,,,,,,,,,,,,,,,
N241,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,id:1021,,,,,,3,Розмір,,,0,Колір,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,mikrofibra-professional-%d1%81%d0%b8%d0%bd%d1%96%d0%b9-40-x-40-320-g-m2,,,,,,,,,,,,,,,,,,,,,,,
ZET2,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,,,,,,,,,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,ZET-ZET Паперові рушники,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
